Guide	Gene	ctrl_1	ctrl_2	ctrl_3	test_1	test_2	test_3
HEXIM2_-_43238129.23-P2_h5_Top5	HEXIM2	1125	1462	707	823	1213	260
TRPV6_+_142583394.23-P1P2_h5_Top5	TRPV6	903	1049	667	737	804	161
PAPOLG_+_60983398.23-P1P2_h5_Top5	PAPOLG	5094	6194	3605	2548	3448	801
KDM8_+_27215236.23-P1P2_h5_Top5	KDM8	1493	2380	974	1003	1684	325
ZNF341_-_32319807.23-P1_h5_Top5	ZNF341	1917	2760	1620	1494	2116	441
ZBED3_+_76382995.23-P1P2_h5_Top5	ZBED3	1452	1930	1249	908	1441	372
non-targeting_01245_h5_Top5	non-targeting	1286	1844	914	713	1194	361
CENPH_-_68485796.23-P1P2_h5_Top5	CENPH	616	1216	544	486	723	149
KIF22_+_29816258.23-P2_h5_Top5	KIF22	794	1506	716	624	979	199
IRF6_+_209979461.23-P1P2_h5_Top5	IRF6	1507	2711	1470	1251	1573	397
ZNF706_+_102217296.23-P1P2_h5_Top5	ZNF706	932	1267	710	656	874	200
MED18_-_28655598.23-P1P2_h5_Top5	MED18	87	172	90	4	168	18
SRSF7_-_38978443.23-P1P2_h5_Top5	SRSF7	2857	3345	2274	1778	2528	764
TBX19_-_168250159.23-ENST00000367821.3_h5_Top5	TBX19	709	888	537	518	678	146
MED28_+_17616702.23-P1P2_h5_Top5	MED28	374	558	252	133	348	94
ADAT1_-_75656724.23-P1P2_h5_Top5	ADAT1	2087	3337	1623	1386	2108	528
TFEC_+_115670784.23-P1P2_h5_Top5	TFEC	720	1026	454	524	741	164
TLE6_-_2977965.23-P1P2_h5_Top5	TLE6	1328	1947	1084	973	1298	365
PLXNA3_-_153687042.23-P1_h5_Top5	PLXNA3	1798	3607	1390	1465	1788	454
CNOT6_+_179921827.23-P1P2_h5_Top5	CNOT6	895	1139	523	737	684	187
ELF5_-_34535265.23-P1P2_h5_Top5	ELF5	1449	2180	1040	1137	1393	270
HLA-DRB5_-_32497668.23-P1P2_h5_Top5	HLA-DRB5	1343	1474	861	825	1231	313
ZNF540_-_38085820.23-P1_h5_Top5	ZNF540	1757	2747	1724	1107	2026	485
ARID5B_+_63661183.23-ENST00000279873.7_h5_Top5	ARID5B	1465	1778	789	997	1342	274
non-targeting_01232_h5_Top5	non-targeting	976	1062	767	584	604	209
ZNF697_-_120190892.23-P1P2_h5_Top5	ZNF697	3653	5027	2525	2545	4040	790
ZNF805_-_57752080.23-P1P2_h5_Top5	ZNF805	1008	1479	884	861	1023	186
ZNF790_+_37341153.23-P2_h5_Top5	ZNF790	2036	2882	1372	1340	1685	455
MAGOH_+_53704169.23-P1P2_h5_Top5	MAGOH	332	202	281	138	177	123
CNOT7_+_17104149.23-P1P2_h5_Top5	CNOT7	1860	2524	1560	1234	1698	440
SMARCD3_-_150945302.23-P2_h5_Top5	SMARCD3	2946	4296	2491	2102	3018	737
CWC22_+_180871776.23-P1P2_h5_Top5	CWC22	549	686	385	418	544	138
ZNF43_-_22034835.23-P2_h5_Top5	ZNF43	2114	2401	1243	1618	1828	368
ELMSAN1_-_74253412.23-P2_h5_Top5	ELMSAN1	2022	3221	1647	1391	1970	490
ZNF256_+_58459049.23-P1P2_h5_Supp5	ZNF256	0	1	0	0	0	0
ZNF578_-_52956839.23-P1P2_h5_Top5	ZNF578	2564	3573	1871	1787	2362	528
ECD_+_74927746.23-P1P2_h5_Top5	ECD	282	305	312	269	189	81
SKIV2L2_-_54603811.23-P1P2_h5_Top5	SKIV2L2	107	77	31	84	58	15
ZBTB44_+_130184433.23-P1P2_h5_Top5	ZBTB44	1412	1826	1257	1034	1440	308
TNP2_-_11363087.23-P1P2_h5_Top5	TNP2	1167	1581	915	809	1159	269
FOXS1_-_30433385.23-P1P2_h5_Top5	FOXS1	2145	3252	1647	1407	2274	464
non-targeting_01273_h5_Top5	non-targeting	1594	2644	1292	1171	1823	400
TULP3_-_3000068.23-P2_h5_Top5	TULP3	959	1974	963	791	1207	352
AHCTF1_+_247094988.23-P1P2_h5_Supp5	AHCTF1	0	0	0	0	1	0
CAMTA2_+_4890704.23-P1P2_h5_Top5	CAMTA2	1361	1844	974	852	1342	364
ETV7_+_36355422.23-P1P2_h5_Top5	ETV7	1627	2060	1060	1248	1596	353
TCF7_+_133450386.23-P1P2_h5_Top5	TCF7	831	1364	726	584	1031	217
TRMT61A_-_103995580.23-P1P2_h5_Top5	TRMT61A	1857	2540	1574	1192	1824	455
EBF1_+_158526347.23-P1P2_h5_Top5	EBF1	3100	4719	2475	1952	2978	661
ZNF41_+_47342568.23-P1P2_h5_Top5	ZNF41	4107	5017	2970	2394	3451	971
DNTTIP2_+_94344679.23-P1P2_h5_Top5	DNTTIP2	17	13	10	7	5	0
FIZ1_+_56110840.23-P1P2_h5_Top5	FIZ1	3350	4986	2624	2194	2960	859
PABPC5_+_90689831.23-P1P2_h5_Top5	PABPC5	2169	2809	1679	1381	1961	491
TAF7L_-_100546306.23-P1P2_h5_Top5	TAF7L	1599	2104	1053	1077	1482	388
SUN1_-_872219.23-P2_h5_Top5	SUN1	2545	3533	2107	1832	2444	531
FERD3L_+_19185477.23-P1P2_h5_Top5	FERD3L	764	1347	779	488	912	235
OSR2_+_99957027.23-P1P2_h5_Top5	OSR2	904	1150	701	483	971	262
ZNF160_+_53606652.23-P1P2_h5_Top5	ZNF160	316	365	251	206	350	54
ZNF280A_+_22874572.23-P1P2_h5_Top5	ZNF280A	2048	2495	1185	1320	1733	392
TCEAL2_+_101381134.23-P1_h5_Top5	TCEAL2	2617	3753	1930	1651	2291	532
SPNS3_-_4337283.23-P1P2_h5_Top5	SPNS3	931	1102	633	602	691	215
GLTSCR2_-_48249062.23-P1P2_h5_Top5	GLTSCR2	2146	3443	1920	1545	2167	585
CELF3_-_151688828.23-P1P2_h5_Top5	CELF3	1486	1964	1340	1040	1758	374
ZIC4_-_147109984.23-P1_h5_Top5	ZIC4	1118	1405	865	659	869	238
YTHDC2_-_112849779.23-P1P2_h5_Top5	YTHDC2	496	690	343	263	565	82
SUDS3_+_118814409.23-P1P2_h5_Top5	SUDS3	843	1113	573	487	814	170
ZNF274_-_58694798.23-P1P2_h5_Top5	ZNF274	2479	2990	1664	1648	2005	471
ZNF718_+_124441.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1_h5_Top5	ZNF718	1461	1559	1172	766	1144	331
RBM19_+_114404111.23-P1P2_h5_Top5	RBM19	237	167	105	98	211	32
HMX3_-_124895562.23-P1P2_h5_Top5	HMX3	208	363	172	116	220	44
ZFHX2_+_24024914.23-P2_h5_Top5	ZFHX2	3659	5040	2572	2491	3588	725
ZBTB33_-_119384653.23-P1P2_h5_Top5	ZBTB33	2072	2417	1742	1286	1945	576
LRRC2_-_46607553.23-P1P2_h5_Top5	LRRC2	2749	3451	2153	1958	2818	814
EXOSC5_+_41903223.23-P1P2_h5_Top5	EXOSC5	47	370	54	113	139	37
HTR5A_+_154863081.23-P1_h5_Top5	HTR5A	1928	2471	1677	1474	1932	490
ZNF285_+_44905732.23-ENST00000330997.4,ENST00000544719.2_h5_Top5	ZNF285	468	378	398	289	240	101
HNRNPL_-_39342558.23-P2_h5_Top5	HNRNPL	1611	2118	1014	978	1466	336
ZNF584_-_58920437.23-P1P2_h5_Top5	ZNF584	1408	2148	1404	889	1298	352
LHX1_-_35294066.23-P1P2_h5_Top5	LHX1	2150	3719	1837	1500	2157	523
ZNF786_-_148787780.23-P1P2_h5_Top5	ZNF786	5155	7031	4183	3145	5004	1214
RCAN3_+_24829910.23-P1P2_h5_Top5	RCAN3	1139	1221	801	536	867	260
CPSF4L_+_71258513.23-P1P2_h5_Top5	CPSF4L	1875	2565	1409	1368	1800	370
CPEB1_-_83296774.23-ENST00000562019.1_h5_Top5	CPEB1	1598	2001	1206	913	1455	345
NFIX_-_13135223.23-P2_h5_Top5	NFIX	407	553	442	278	408	128
NPM2_-_21882166.23-P1P2_h5_Top5	NPM2	1137	900	535	478	544	124
PARN_-_14723856.23-P1P2_h5_Top5	PARN	77	70	40	64	75	8
NR2C2_-_14989376.23-P1P2_h5_Top5	NR2C2	2022	2819	1661	1207	1708	480
KIF3C_+_26205587.23-P1P2_h5_Top5	KIF3C	3424	4267	2569	2250	2406	686
HIST1H4E_+_26204928.23-P1P2_h5_Top5	HIST1H4E	565	719	433	407	527	118
FANK1_-_127585179.23-P1P2_h5_Top5	FANK1	1571	2480	1667	1353	1590	490
HOXA2_+_27141916.23-P1P2_h5_Top5	HOXA2	2367	3477	1920	1464	2352	592
MAK16_+_33342750.23-P1P2_h5_Top5	MAK16	52	201	53	36	109	15
ZNF408_+_46723034.23-P1P2_h5_Top5	ZNF408	1648	1846	930	997	1273	241
HIST1H4E_-_26204915.23-P1P2_h5_Top5	HIST1H4E	834	1244	505	621	654	132
DIS3L_-_66586429.23-P1P2_h5_Top5	DIS3L	2754	3226	1686	1523	2149	516
HNRNPAB_-_177631574.23-P1P2_h5_Top5	HNRNPAB	1178	1340	1073	603	736	309
ZKSCAN5_+_99102994.23-P1P2_h5_Top5	ZKSCAN5	607	609	394	456	481	106
ZNF107_+_64126798.23-P1P2_h5_Supp5	ZNF107	0	0	0	1	0	0
ZNF385D_+_21792638.23-P1P2_h5_Top5	ZNF385D	560	804	461	421	733	106
FIBIN_-_27015758.23-P1P2_h5_Top5	FIBIN	1139	1728	909	636	947	223
PHF1_-_33379003.23-P1P2_h5_Top5	PHF1	950	1300	745	532	1022	187
CITED1_+_71525704.23-P1_h5_Top5	CITED1	892	1207	672	426	787	203
RGS7_-_241520396.23-P1P2_h5_Supp5	RGS7	0	0	0	0	1	0
HELQ_-_84376991.23-P1P2_h5_Top5	HELQ	1850	2351	1256	1334	1686	437
RBM11_-_15588503.23-P1P2_h5_Top5	RBM11	1230	1539	946	732	1209	255
ZNF470_-_57079255.23-P1P2_h5_Top5	ZNF470	2626	3452	2133	1759	2772	608
ZNF699_+_9415788.23-ENST00000308650.3_h5_Top5	ZNF699	1355	2038	928	936	1109	277
BZW2_+_16685811.23-P1P2_h5_Top5	BZW2	2503	3596	2173	1259	2612	613
ZNF669_-_247267253.23-P1P2_h5_Top5	ZNF669	1374	1648	1004	741	907	268
EXOSC8_-_37575165.23-P1P2_h5_Top5	EXOSC8	161	384	158	116	187	76
TGS1_+_56686066.23-P1P2_h5_Top5	TGS1	826	1324	773	639	986	199
ZNF157_+_47229990.23-ENST00000377073.3_h5_Top5	ZNF157	1483	1897	973	1096	1459	283
YY2_-_21874830.23-P1P2_h5_Top5	YY2	1204	2329	1332	1003	1667	410
POU6F2_-_39046445.23-ENST00000518318.2_h5_Top5	POU6F2	987	1625	675	683	956	245
ZNF385A_+_54778310.23-P1_h5_Top5	ZNF385A	2737	3797	1855	2003	2712	591
HDGFRP2_+_4488913.23-P2_h5_Top5	HDGFRP2	4145	5045	2973	2495	3444	861
ZSCAN22_-_58838618.23-P1P2_h5_Top5	ZSCAN22	2369	3156	1810	1692	2147	514
LRFN1_+_39805510.23-P1P2_h5_Top5	LRFN1	1859	2426	1548	1164	1448	459
PNRC1_+_89790487.23-P1P2_h5_Top5	PNRC1	449	1062	749	433	774	204
SSX7_-_52683741.23-P1P2_h5_Top5	SSX7	1152	2040	967	611	1277	297
DBX2_-_45444444.23-P1P2_h5_Top5	DBX2	1646	2147	1089	880	1331	370
BAHCC1_+_79373353.23-P1P2_h5_Top5	BAHCC1	2704	3853	2242	1820	3066	694
HIST2H4B_+_149832677.23-ENST00000369157.2,ENST00000392932.4,ENST00000392933.1_h5_Top5	HIST2H4B	1217	1251	760	625	883	175
HIST1H4L_+_27841118.23-P1P2_h5_Top5	HIST1H4L	1134	2069	860	830	1371	289
TAF8_-_42018291.23-P1P2_h5_Top5	TAF8	2774	3572	2107	1748	2311	551
CITED1_-_71526614.23-P2_h5_Top5	CITED1	1344	1631	1011	855	1310	295
ZNF780B_-_40561789.23-P1P2_h5_Top5	ZNF780B	2669	4034	2175	1966	2819	752
ANKRD7_-_117865097.23-P1_h5_Top5	ANKRD7	3748	4859	2920	2499	3831	837
GEMIN7_-_45582548.23-P1P2_h5_Top5	GEMIN7	1708	2525	1560	1258	1689	422
HOXC10_+_54379003.23-P1P2_h5_Top5	HOXC10	1983	3318	1484	1139	2010	478
VCAN_+_82767586.23-P1P2_h5_Top5	VCAN	339	296	236	147	175	75
FEZF2_-_62359232.23-P1P2_h5_Top5	FEZF2	924	1255	570	588	926	211
CGGBP1_+_88108091.23-P1_h5_Top5	CGGBP1	1880	3065	1965	1317	2139	442
H1F0_-_38201242.23-P1P2_h5_Supp5	H1F0	1	0	0	0	0	0
FOXD2_-_47904074.23-P1P2_h5_Top5	FOXD2	3963	6756	3402	3080	4380	1099
MXI1_-_111985770.23-P2_h5_Top5	MXI1	609	612	414	381	671	117
ZBTB24_-_109804266.23-P1P2_h5_Top5	ZBTB24	2532	4122	2576	1485	2517	656
non-targeting_01285_h5_Top5	non-targeting	289	293	302	183	239	70
DNTTIP2_+_94344547.23-P1P2_h5_Top5	DNTTIP2	167	80	39	30	56	23
CNOT3_-_54641691.23-P1P2_h5_Top5	CNOT3	289	480	180	470	659	192
PLEK2_-_67878894.23-P1P2_h5_Top5	PLEK2	2240	2813	1860	1388	2017	622
RBBP5_+_205090928.23-P1P2_h5_Top5	RBBP5	223	268	142	159	119	44
ZBTB37_+_173837534.23-P1P2_h5_Top5	ZBTB37	988	1503	801	917	1127	207
AGO4_+_36274033.23-P1P2_h5_Top5	AGO4	2576	3746	2135	2046	2602	639
PRDM6_-_122424993.23-P1P2_h5_Top5	PRDM6	2656	3100	1679	1613	2171	590
ZNF429_+_21688627.23-P1P2_h5_Top5	ZNF429	2334	3589	1845	1713	2342	557
RBMS1_-_161350152.23-P1P2_h5_Top5	RBMS1	2788	5123	2296	2174	3395	646
VCAN_-_82767986.23-P1P2_h5_Top5	VCAN	1757	2588	1371	1260	1835	427
ZNF382_-_37095871.23-P1P2_h5_Top5	ZNF382	3022	4607	2435	2025	2959	696
ZNF418_+_58446460.23-P1P2_h5_Top5	ZNF418	1580	2091	1362	1148	1684	415
GON4L_-_155829135.23-P2_h5_Top5	GON4L	1534	2126	1475	1071	1521	467
ZSCAN5B_+_56703921.23-ENST00000358992.3_h5_Top5	ZSCAN5B	2045	2268	1355	1253	1433	462
ZBTB7A_+_4066828.23-P1_h5_Top5	ZBTB7A	1412	1670	1139	1052	1023	336
CITED1_-_71526985.23-P2_h5_Top5	CITED1	1839	2794	1333	1203	1906	342
SMAD9_-_37494258.23-P1P2_h5_Top5	SMAD9	2999	4968	2856	2242	3209	713
MYOG_-_203055069.23-P1P2_h5_Top5	MYOG	1053	1444	542	757	1045	165
HOXD8_+_176994430.23-P1P2_h5_Top5	HOXD8	1970	2812	1404	1320	1798	453
FOXR1_-_118842482.23-P1P2_h5_Top5	FOXR1	1985	2564	1763	1185	1778	435
ZNF503_+_77161497.23-P1P2_h5_Top5	ZNF503	2809	3793	1925	1825	2713	528
FOXE1_+_100615987.23-P1P2_h5_Top5	FOXE1	1928	2722	1362	1199	2017	452
ZNF619_+_40518680.23-P1P2_h5_Top5	ZNF619	1555	1963	1180	1074	1663	267
WDR83_+_12780955.23-P1_h5_Top5	WDR83	1263	2431	1076	1008	1379	351
ZC3H14_+_89029414.23-P1P2_h5_Top5	ZC3H14	1490	2053	1141	993	1331	363
ZNF438_+_31288369.23-P2_h5_Top5	ZNF438	485	428	365	381	426	92
TRANK1_+_36985857.23-ENST00000429976.2_h5_Top5	TRANK1	3595	5454	2608	2456	3870	802
HOXA7_-_27195804.23-P1P2_h5_Top5	HOXA7	2679	4239	1978	1853	2515	567
MED20_-_41888773.23-P1P2_h5_Top5	MED20	673	1141	672	364	704	175
ZNF808_-_53030964.23-P1_h5_Top5	ZNF808	2089	3146	1476	1573	1899	476
ZC3H13_+_46626595.23-P1P2_h5_Top5	ZC3H13	1753	2896	1553	2239	2804	739
HOXB5_+_46671090.23-P1P2_h5_Top5	HOXB5	114	52	56	17	8	30
GTF3C5_-_135906454.23-P1P2_h5_Top5	GTF3C5	2961	3412	2111	2270	2793	598
SSBP3_+_54872057.23-P1P2_h5_Top5	SSBP3	1009	1668	964	523	981	230
TAF1A_-_222763060.23-P1P2_h5_Top5	TAF1A	10	37	13	29	39	1
NXF5_+_101097968.23-ENST00000473265.2_h5_Top5	NXF5	2005	2810	1499	1424	2144	501
HIST1H4H_+_26285698.23-ENST00000289352.1,ENST00000377727.1_h5_Top5	HIST1H4H	1264	1765	1001	849	1237	219
WDR36_+_110428459.23-P1P2_h5_Top5	WDR36	189	464	253	124	317	80
MND1_+_154265928.23-P1P2_h5_Top5	MND1	2389	3536	1665	1968	2731	616
KIF4B_-_154393403.23-P1P2_h5_Top5	KIF4B	1730	1775	1287	867	1684	332
HMGXB3_+_149380314.23-P1P2_h5_Top5	HMGXB3	1873	2357	1505	991	1382	276
KLF14_+_130418544.23-P1P2_h5_Top5	KLF14	918	965	679	738	627	262
ZNF578_-_52956851.23-P1P2_h5_Top5	ZNF578	1458	2355	1257	940	1626	312
TICAM1_+_4831745.23-P1P2_h5_Top5	TICAM1	2247	3628	1792	1466	2290	591
DTD1_+_18568984.23-P1P2_h5_Top5	DTD1	3223	5143	2949	2128	3210	937
ELAVL4_+_50574986.23-P1P2_h5_Top5	ELAVL4	2141	3286	1883	1756	2167	463
SMARCD1_-_50479401.23-P1P2_h5_Top5	SMARCD1	29	54	53	35	25	16
non-targeting_01257_h5_Top5	non-targeting	2383	3081	1480	1392	2026	434
SNRPF_-_96252774.23-P1P2_h5_Top5	SNRPF	102	96	64	44	73	17
non-targeting_01116_h5_Top5	non-targeting	24	181	71	44	130	23
ZNF114_-_48774647.23-P1P2_h5_Top5	ZNF114	1721	2741	1592	1027	1534	520
ZNF776_-_58258240.23-P1P2_h5_Top5	ZNF776	1488	2063	1040	1070	1154	356
PITX3_+_104000771.23-P1P2_h5_Top5	PITX3	1168	1634	1007	703	1055	349
TRMT61A_-_103995572.23-P1P2_h5_Top5	TRMT61A	2541	3659	1989	1658	2658	569
ZNF519_-_14132355.23-P1P2_h5_Top5	ZNF519	2831	4096	2173	1945	2925	718
PRPF40A_+_153573736.23-P1P2_h5_Top5	PRPF40A	225	210	156	159	215	40
ZNF524_-_56112179.23-P1P2_h5_Top5	ZNF524	497	678	241	429	519	88
BICD1_+_32259786.23-P1P2_h5_Top5	BICD1	2252	2757	1550	1571	1554	464
NOBOX_+_144107234.23-ENST00000483238.1_h5_Top5	NOBOX	1155	1445	848	686	1156	212
KCNH5_-_63511937.23-P1P2_h5_Top5	KCNH5	1305	1796	1023	1039	1389	370
SMARCA1_-_128656990.23-P1P2_h5_Top5	SMARCA1	3272	4315	2322	2167	2951	834
LMCD1_+_8543715.23-P1P2_h5_Top5	LMCD1	1886	2246	1563	1407	1519	412
TINF2_+_24711839.23-P1P2_h5_Top5	TINF2	63	190	54	88	114	15
HIC2_+_21775430.23-P2_h5_Top5	HIC2	932	1790	792	673	1043	251
AGO3_+_36396775.23-P1P2_h5_Top5	AGO3	750	1192	703	411	747	203
FAN1_-_31196158.23-P1P2_h5_Top5	FAN1	2559	3497	1977	1534	2357	682
PABPN1L_-_88932569.23-ENST00000419291.2_h5_Top5	PABPN1L	2405	3174	1806	1413	2217	471
ZUFSP_-_116989552.23-P1P2_h5_Top5	ZUFSP	864	1307	769	661	943	200
ZNF556_+_2867348.23-P1P2_h5_Top5	ZNF556	1865	2504	1526	1043	1710	409
SIX5_+_46271011.23-P1P2_h5_Top5	SIX5	2640	3956	2182	1676	2321	590
FOXK1_-_4721964.23-P1P2_h5_Top5	FOXK1	518	769	408	347	458	95
ZNF429_+_21688780.23-P1P2_h5_Top5	ZNF429	1084	1781	1069	889	1059	275
HES2_-_6479951.23-P1_h5_Top5	HES2	1850	2667	1462	1201	1600	420
GCM1_+_53013343.23-P1P2_h5_Top5	GCM1	277	483	259	245	268	122
ZNF195_-_3400350.23-P1P2_h5_Top5	ZNF195	2530	3297	1856	1515	1996	556
ZBTB48_-_6640104.23-P1P2_h5_Top5	ZBTB48	1426	2227	1019	1150	1310	358
ZNF512_+_27805986.23-P1P2_h5_Top5	ZNF512	1908	2513	1570	1411	1893	535
HTR5A_+_154862235.23-P2_h5_Top5	HTR5A	1822	2742	1209	1269	1981	365
ZSCAN12_+_28367461.23-P1P2_h5_Top5	ZSCAN12	907	1129	786	592	679	176
non-targeting_01083_h5_Top5	non-targeting	990	1443	707	644	924	191
YY1_+_100705824.23-P1P2_h5_Top5	YY1	1952	2704	1414	1602	1944	457
ARID1B_-_157099145.23-P1_h5_Top5	ARID1B	2308	2898	1623	1308	2163	422
ZNF232_-_5026379.23-P2_h5_Top5	ZNF232	585	801	418	267	548	153
PRPF39_+_45553617.23-P1P2_h5_Top5	PRPF39	89	86	111	52	46	16
RAVER2_+_65211004.23-P1P2_h5_Top5	RAVER2	695	1207	475	672	981	285
non-targeting_01150_h5_Top5	non-targeting	907	1386	774	604	1028	213
HELT_-_185940241.23-P1P2_h5_Top5	HELT	1489	2010	825	878	1213	227
THAP8_-_36545115.23-P1P2_h5_Top5	THAP8	1429	1789	926	995	1423	281
BCORL1_+_129116604.23-P1P2_h5_Top5	BCORL1	1587	2609	1432	1283	2490	482
APITD1_+_10491219.23-P1P2_h5_Top5	APITD1	1159	1437	606	772	952	214
ZNF428_+_44123395.23-P1P2_h5_Top5	ZNF428	3281	4233	2464	2110	2951	650
HOXB3_+_46667575.23-P1P2_h5_Top5	HOXB3	1263	2017	1003	714	1162	284
ZNF232_-_5015121.23-P1_h5_Top5	ZNF232	861	1369	784	696	903	264
ZFP37_+_115818911.23-P1P2_h5_Top5	ZFP37	2160	2466	1643	1327	1830	441
ARX_+_25031186.23-P2_h5_Top5	ARX	3101	3731	2261	1964	2629	636
HLA-DRB5_+_32497964.23-P1P2_h5_Top5	HLA-DRB5	557	474	307	281	441	89
NLRC3_+_3627053.23-P1P2_h5_Top5	NLRC3	1577	2134	1085	872	1227	326
HMGB3_-_150152195.23-P1P2_h5_Top5	HMGB3	2413	3526	1715	1843	2058	548
ZNF782_+_99616756.23-P1P2_h5_Top5	ZNF782	480	378	247	314	285	62
TSPYL1_-_116601042.23-P1P2_h5_Top5	TSPYL1	804	1151	529	562	760	110
RBM8A_-_145507837.23-P1P2_h5_Top5	RBM8A	2	29	2	9	11	34
NSUN6_+_18940307.23-P1P2_h5_Top5	NSUN6	1355	2054	1273	807	1408	422
SMYD1_-_88367410.23-P1P2_h5_Top5	SMYD1	1889	3637	1785	1400	2125	531
ZBTB10_-_81398876.23-P1P2_h5_Top5	ZBTB10	2362	2943	1888	1440	1695	523
CGGBP1_-_88108169.23-P1_h5_Top5	CGGBP1	3502	4973	2845	2298	3264	808
RGS7_-_241520064.23-P1P2_h5_Top5	RGS7	2524	4375	2166	1979	3185	746
FOSL2_-_28615741.23-P1P2_h5_Top5	FOSL2	888	1094	646	829	959	179
CEBPD_-_48650686.23-P1P2_h5_Top5	CEBPD	2444	3687	2131	1958	2112	621
GRHL1_+_10091895.23-P1P2_h5_Top5	GRHL1	1096	1116	788	666	743	248
SALL3_+_76740398.23-P1P2_h5_Supp5	SALL3	0	0	1	0	0	0
CSDC2_-_41957257.23-P1P2_h5_Top5	CSDC2	1504	1757	1045	1049	1574	327
ZBED1_+_2418947.23-P1P2_h5_Supp5	ZBED1	0	0	0	92	7	0
CHAMP1_+_115080172.23-P1P2_h5_Top5	CHAMP1	2482	3731	1971	1379	2495	503
FOXP1_-_71633038.23-ENST00000318789.4_h5_Top5	FOXP1	722	1524	718	521	587	221
PTBP2_+_97187762.23-P1P2_h5_Top5	PTBP2	721	1169	577	521	775	153
MSGN1_+_17997814.23-P1P2_h5_Top5	MSGN1	2183	3568	1896	1576	2077	478
HOXC8_-_54403165.23-P1P2_h5_Top5	HOXC8	1805	2376	1452	1233	1583	443
TFAP2E_-_36038921.23-P1P2_h5_Top5	TFAP2E	2368	3833	1960	1570	2233	573
SNAPC4_+_139271349.23-P1P2_h5_Top5	SNAPC4	599	941	500	280	574	164
ZNF140_+_133657514.23-P1P2_h5_Top5	ZNF140	3438	4475	2461	2330	3206	670
ZNF385A_-_54784944.23-P2_h5_Top5	ZNF385A	973	1416	872	654	992	283
KRI1_-_10676291.23-P1P2_h5_Top5	KRI1	584	842	441	407	526	170
HIST1H1C_+_26056436.23-P1P2_h5_Top5	HIST1H1C	4595	6711	3648	3165	4719	1200
ZNF773_-_58011337.23-P1P2_h5_Top5	ZNF773	3874	5414	3206	2672	3718	917
ZFP82_+_36909512.23-P1P2_h5_Top5	ZFP82	556	901	520	363	586	107
SRRM2_+_2803157.23-P1P2_h5_Top5	SRRM2	580	1250	788	576	776	197
ADNP2_-_77867536.23-P1P2_h5_Top5	ADNP2	407	927	519	455	479	157
ZNF780A_+_40596555.23-P1P2_h5_Top5	ZNF780A	2642	3568	2041	2005	2671	562
ZNF699_-_9420066.23-ENST00000591998.1_h5_Top5	ZNF699	193	342	211	102	202	39
NCBP2_-_196668937.23-P1P2_h5_Top5	NCBP2	1226	1948	1104	813	1527	280
GON4L_+_155829080.23-P2_h5_Top5	GON4L	1442	2673	1216	890	1686	329
ZNF721_-_492869.23-P2_h5_Top5	ZNF721	2298	2937	1554	1184	2003	485
ZNF25_+_38265482.23-P1P2_h5_Top5	ZNF25	808	924	451	451	619	153
ZNF672_-_249132811.23-P1P2_h5_Top5	ZNF672	1508	1873	953	1169	1504	277
NEO1_-_73344862.23-P1P2_h5_Top5	NEO1	475	857	491	407	500	148
PHF21B_+_45405828.23-P1_h5_Top5	PHF21B	1530	2613	1476	1152	1667	284
KLF3_-_38666243.23-P1P2_h5_Top5	KLF3	1693	2768	1368	1479	2078	570
TFAP2C_-_55204377.23-P1P2_h5_Top5	TFAP2C	1511	2026	1358	1186	1317	400
TFAP2D_-_50682009.23-P1P2_h5_Top5	TFAP2D	1081	1219	726	598	936	215
PDX1_+_28494367.23-P1P2_h5_Top5	PDX1	2682	3736	2121	2036	2280	716
ZKSCAN5_+_99102931.23-P1P2_h5_Top5	ZKSCAN5	698	1280	544	401	728	153
SORBS3_+_22423715.23-P1P2_h5_Top5	SORBS3	3764	5471	3538	3380	3671	1017
HOXD9_-_176987507.23-P1P2_h5_Top5	HOXD9	1430	1937	1069	959	1115	268
VAX1_+_118897315.23-P1P2_h5_Top5	VAX1	730	1115	762	464	709	201
ZNF532_-_56532303.23-P1_h5_Top5	ZNF532	1626	1800	1128	1069	1488	369
AHCTF1_-_247095134.23-P1P2_h5_Top5	AHCTF1	486	1018	613	419	624	182
ZNF256_-_58458813.23-P1P2_h5_Top5	ZNF256	1461	1744	965	804	1155	341
RSL1D1_+_11933339.23-P2_h5_Top5	RSL1D1	1231	1584	843	733	1127	228
GTF2A1L_+_48844944.23-P1P2_h5_Top5	GTF2A1L	683	848	399	364	706	157
POLR3C_+_145610906.23-P1P2_h5_Top5	POLR3C	308	435	255	73	192	33
CPEB1_+_83316438.23-ENST00000568128.1_h5_Top5	CPEB1	233	191	129	90	126	22
ZNF276_-_89788005.23-P1P2_h5_Top5	ZNF276	655	978	694	566	765	170
LARP7_-_113558356.23-P1P2_h5_Top5	LARP7	2460	3615	1967	1890	2622	686
BSX_-_122852478.23-P1P2_h5_Top5	BSX	3833	5179	3119	2394	3987	811
CENPH_-_68485514.23-P1P2_h5_Top5	CENPH	2657	3952	2637	1610	2346	688
PDCD2_-_170893716.23-P1P2_h5_Top5	PDCD2	923	1098	591	536	1060	186
ZNF268_+_133758091.23-P1P2_h5_Top5	ZNF268	2929	4143	2312	2126	2999	712
CENPBD1_-_90038885.23-P1P2_h5_Top5	CENPBD1	438	661	255	310	458	99
